query,top tables,target table,target answer
who founded the women's social and political union,Leser v. Garnett_20098B4438808B34,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,African Americans in the United States Congress_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Current members of the United States Senate_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Party leaders of the United States Senate_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Presiding Officer of the United States Senate_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Germany–Soviet Union relations before 1941_A147F0D6F7B65CDF,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of regions of the United States_B2244CAAA63FBB32,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Gifted (TV series)_6CFCD98584027BCA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States House of Representatives_228EC560B6CEFF89,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Nittany Lion_D25D846A938699E6,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Glossary of golf_8C221EE7E2ED3FE0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Obsolete golf clubs_8C221EE7E2ED3FE0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Government Accountability Office_D73C62CA8B9CCC4C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Capitol_D73C62CA8B9CCC4C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Congress_D73C62CA8B9CCC4C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Historiography of the fall of the Western Roman Empire_EE54494C5889AE0B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Rhythm of the Night (song)_F5CD468020DAB796,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,President pro tempore of the United States Senate_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Procedures of the United States House of Representatives_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Gun laws in the United States by state_64A2C2BE281EEC03,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Beverley Elliott_778A16C4EC03A2AD,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Who's That Man_8C77C12C1E01F68C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,National Woman Suffrage Association_DF6C963FDB8A98AE,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of The Mindy Project episodes_B1C323B31B73D54C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Amazons (DC Comics)_71DC39DACAEF176,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Pennsylvania State University_6CB182A2430D359A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Project Mc2_5DC506B641B59F6,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Party leaders of the United States House of Representatives_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,"Me, Myself & I (TV series)_6DCF591BFFAEB5A",Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,National Woman's Party_7B4A099301D08612,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Sponsor (legislative)_D470C3E75F972E6C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Electoral College (United States)_228EC560B6CEFF89,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Freestyle skiing at the 2018 Winter Olympics_4EA9D0235D632EDA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Marvelous Mrs. Maisel_7186CBAA0F625735,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Selma (film)_DF6C963FDB8A98AE,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Silent Sentinels_44319E066481EE31,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Universal suffrage_7B4A099301D08612,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Voting age_7B4A099301D08612,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of golfers with most PGA Tour wins_E52E68044B7F1AC3,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States congressional conference committee_D73C62CA8B9CCC4C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of Supergirl episodes_2EA7DE11C91CFBAF,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Chief Administrative Officer of the United States House of Representatives_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Committee of the Whole (United States House of Representatives)_2383D070D3692A4A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Standing committee (United States Congress)_A30F22F8736101A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Congressional Record_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Congressional oversight_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Continuing resolution_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Joint resolution_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Treaty Clause_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of Only Fools and Horses episodes_2883A1A3C29CFE40,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Handicap (golf)_A68330E2AAC58358,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Old Course at St Andrews_8C221EE7E2ED3FE0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Social Network_967E4B4594E63FD6,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Twist and Shout_F02C043750C6F4F6,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of longest-living United States Senators_D73C62CA8B9CCC4C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Seneca Falls Convention_44319E066481EE31,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,112th United States Congress_9C0CFCAB538D2D4F,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Code_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States House of Representatives_2383D070D3692A4A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of K.C. Undercover episodes_8A5282EB5A46FAD8,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Suffrage_A262E8C10B416E96,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Thomas Jefferson_D1D69FE34D92E7C8,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of members of the United States Congress by longevity of service_75B14B5A898184E0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
