query,top tables,target table,target answer
who won the 2015 great british baking show,The Prince and the Showgirl_7BA0739D83690B2A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Price Is Right models_DB60880AADF90870,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Academy Award for Best Animated Short Film_41B2A81FA854828A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Daredevil (TV series)_7EE6004A922A1F8B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1920_1AF479932D922940",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dutch Golden Age painting_EF7EFA19391397B3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Ancient Magus' Bride_A14B539A93C7877E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Trinidad and Tobago_5E04632390238DD1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Beatles in the United States_393F3C672B3A9ABD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Batman v Superman: Dawn of Justice_22B35762A0B3A5F7,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Greatest Showman_B696CF4FFB290242,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Scott Pilgrim vs. the World_F5707E9A32DA7FF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Haley Joel Osment_6468DDC42EAB6C17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Australia_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dominica_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,India_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Seychelles_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Uganda_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of One Piece episodes (seasons 15–current)_3CA2FA9C88D34009,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"Catherine, Duchess of Cambridge_E1B28AB606E5CAC7",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Whitney Houston_E84DD31E2768A9D8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1920_DAB8B1FE04E7CA7F",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Who's Lovin' You_A5B66626C9D74E10,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Do You Know the Way to San Jose_9BE0DF1DDCA5C356,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dead & Company_FFECAD07D9016EDC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Jack Taylor (TV series)_F4BE29E445CF362E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Beatles' recording sessions_393F3C672B3A9ABD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Historia Regum Britanniae_CE03DCC90BA82286,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,White Christmas (film)_396CBC5FDBC6474F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Man Who Sold the World_3F266DC2678087C5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,PAW Patrol_6BA5B0957E89BC96,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Ones Who Walk Away from Omelas_77761B2C1D0C14BF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rick and Morty_AB64F4C571F3E08A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,John Adams (miniseries)_A4EF14B69F062ED7,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Man Who Sold the World_838E0A51CED3590D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of DuckTales characters_93554DCF2727ED21,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of High Commissioners of India to the United Kingdom_A9D4030E06FCE34B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Fear the Walking Dead_8532FFEF4DF13828,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Riverdale (2017 TV series)_F3E18880860BDF7B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Savile Row_AA46AA6DD1872FD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Pip (Great Expectations)_E605AE9EF686BAB8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Originals (season 5)_7545E6B488CC9EC6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Chicago (2002 film)_EE16BD62E0C8EA63,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rat (film)_3DA883270C9AA355,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Mr. Pickles_E73D255987F9BEF2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Silence (Doctor Who)_46D691D6F0523D63,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Saint Lucia_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sierra Leone_34C1FABA53ED7B9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1936_C7977F05766D4700",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dominica_C73C5340D8C2C0F8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Kraft Heinz_5894AB9C1EB4DE13,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Pound sterling_19AD31225098F2A5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Make Me Smile (Come Up and See Me)_1706A229A2B85B56,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Indiana in the American Civil War_DB4E527D3A813F77,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dinosaurs (TV series)_3DA883270C9AA355,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Man Who Saved the World_AD01E39ADB4E5773,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dadasaheb Phalke Award_B056CA5226DF6640,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Runaways (TV series)_D34C4BDA79E3311F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Game of Thrones_F929FA92249897CD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Top of the Lake_54826D38B61413D0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Lord of the Rings: The Return of the King_68154D1F73DD5EB8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Wachowskis_FB0F5683F05E5B06,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Stonehenge_8663309E6BCF2C13,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 2008_6FCBA49F3FF063FE",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nuclear weapons and the United States_DC75DE5F9D46DF9D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Queen of the South (TV series)_7BE08A6CFFF6670C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Cold wave of January 1977_42996CC4228DFBB2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Game of Thrones_185B5AF97FB9C290,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of the Beatles' instruments_393F3C672B3A9ABD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Beatles' 1966 US tour_393F3C672B3A9ABD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Dear Evan Hansen_F7C728664EA4E060,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Pink Floyd_C50F6693A5CBDDB3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Wu-Tang Clan_940C9A306B8D0EF0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Banknotes of the pound sterling_F9AB3A8A0C97D95E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rose Leslie_213C4AFCF7D9E3C0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Convicts in Australia_82F50C73159C86EC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,I Wanna Dance with Somebody (Who Loves Me)_992F33B736994650,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Matilda the Musical_1905A0C67CE57594,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of recessions in the United Kingdom_35B1606DB0C82709,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Australia_6A8A49E1D001A254,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Cyrus Cylinder_A390624673F5B995,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,When We First Met_3623E426F8865CD7,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Cold wave of January 1977_475FA3A0C9474A1E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Rita Ora_4A15627BE1B9CD24,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Northfield Minnesota Raid_E44ABDDCB94A2134,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Veterans Health Administration_22C89407D6B7924F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of wars involving the United States_54EA6068ACE28749,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Gibraltar_397D5050FB43F7FC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Kung Fu Panda: Legends of Awesomeness_CE5B73AEC938C8B0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,I Don't Feel at Home in This World Anymore_9BF648B729B41E2C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Gospel of Luke_D6C5D1ECDDEFBEFC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1800_40B96529C49E25F6",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Doctor Who (series 10)_6585A31C4FFC4AFC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Twenty-sixth Amendment to the United States Constitution_CAE6C103615D1C55,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,New York and New Jersey campaign_5E15689AC206F080,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Lost City of Z (film)_C097A2D09D020864,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Downton Abbey characters_FB0865CF61DFFF22,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Paul Newman_99514457AC94E4C5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of WWE United States Champions_2DB8930E11103134,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,History of the Philippines_25FC71AC24AC59D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,South Korean won_E5D4032D503D42C2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,All the Young Dudes_919F544E774B9990,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,"United States presidential election, 1876_3242568E2A83EB8F",The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Wave off Kanagawa_8C2DCD547CD061B5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Black Panther (film)_F434098D2A8EA0BC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Undertaker_4EB84BDC21FA1FBD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Affair (TV series)_78209D1EBA6D983E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Adventures of Puss in Boots_37D35979C4762DDF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Melt sandwich_F9DCEA990B7D402E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of Lilo & Stitch characters_4452B3ED5C4E6A9E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,American Dad!_DE554784898A56D5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Queer Eye_D8397DD460E6EFE4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Places in the Heart_4125F3B4E1A1137D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Post-war immigration to Australia_3C4FDE0E3C5A31DB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
